Census Tract,Total Population,California County,ZIP,City,"Drinking Water
Score","Drinking Water Score
Pctl",Arsenic,"Arsenic
Pctl",Cadmium,"Cadmium
Pctl",DBCP,"DBCP
Pctl",HexChrom,"HexChrom
Pctl",Lead,"Lead
Pctl",Nitrate,"Nitrate
Pctl",Perchlorate,"Perchlorate
Pctl",TCE,"TCE
Pctl",THM,"THM
Pctl",Uranium,"Uranium
Pctl","MCL
Violations","MCL
Violations
Pctl","TCR
Violations","TCR
Violations
Pctl"
6037406800,4926,Los Angeles,91790,West Covina,579.64,88.60,0.738,51.72,0,0,0,0,0.681,71.25,0.005,75.23,10.216,80.39,0.701,94.92,0.263,89.28,9.537,27.01,4.694,89.84,0,0,0,0
6037408006,3863,Los Angeles,91792,West Covina,572.75,87.80,0.697,48.83,0,0,0,0,0.604,70.54,0.005,75.20,9.525,77.65,0.374,93.11,0.201,87.05,14.234,30.53,4.691,89.83,0,0,0,0
6071007305,4060,San Bernardino,92354,Loma Linda,760.34,98.44,4.242,95.56,0,0,0.022,90.53,1.783,81.86,0,0,22.040,94.59,1.500,97.16,1.769,99.19,0.942,12.92,4.666,89.82,0,0,1.000,98.73
6071007306,5859,San Bernardino,92354,Loma Linda,758.47,98.39,4.019,95.39,0,0,0.021,90.37,1.782,81.84,0,0,21.806,94.51,1.465,97.14,1.676,99.08,0.942,12.94,4.666,89.80,0,0,0.947,97.40
6065040607,9317,Riverside ,91752,Mira Loma,750.25,98.32,0.641,45.68,0,0,0.002,81.83,1.187,75.47,0.021,78.16,21.383,94.36,0.380,93.15,0.056,75.87,7.657,25.14,4.665,89.79,0,0,0.002,90.80
6071007303,4828,San Bernardino,92354,Loma Linda,824.38,99.14,2.738,91.54,0,0,0.014,89.71,1.780,81.83,<0.001,72.73,20.473,93.69,1.258,96.95,1.141,98.95,0.950,12.96,4.664,89.78,0,0,0.645,96.25
6077003803,5281,San Joaquin,95231,French Camp,551.36,86.07,0.127,26.40,0,0,0,0,2.557,85.37,0,0,0.289,22.24,0,0,0.001,66.95,51.607,79.13,4.662,89.76,0.004,91.99,<0.001,89.51
6065045120,4580,Riverside ,92253,La Quinta,552.72,86.12,0.420,36.20,0,0,0.322,98.45,10.048,96.09,0.130,86.98,2.807,44.96,0.750,94.97,0,0,0.013,5.31,4.661,89.75,0,0,0,0
6059076102,7487,Orange ,92868,Orange,493.77,78.87,0.517,40.81,0,0,0,0,0.116,48.93,0.101,86.14,6.583,71.15,0.020,83.07,0,0,47.762,73.94,4.659,89.74,0,0,0,0
6059076202,5812,Orange ,92865,Orange,492.69,78.52,0.526,41.75,0,0,0,0,0.115,48.90,0.099,85.10,6.374,70.21,0.019,83.02,0,0,47.849,73.99,4.654,89.73,0,0,0,0
6047002401,1756,Merced ,93620,Dos Palos,405.24,59.04,7.724,98.91,0,0,0.019,90.24,NA,NA,1.433,97.78,0.682,28.60,0,0,0,0,0,0,4.652,89.71,0,0,0,0
6059087902,6039,Orange ,90680,Stanton,400.75,58.16,1.602,73.60,0,0,0,0,0.284,64.96,0,0,4.886,62.95,0.012,81.95,0,0,10.119,27.58,4.641,89.70,0,0,0,0
6037651304,5114,Los Angeles,90277,Redondo Beach,241.64,31.61,0.983,60.24,0,0,0,0,0,0,0,0,0.745,30.14,0,0,0,0,36.922,61.57,4.638,89.69,0,0,0,0
6037463102,3779,Los Angeles,91107,Pasadena,511.55,81.33,0.270,31.30,0,0,0,0,1.683,78.77,0,0,12.444,85.15,0.072,86.78,0.169,81.56,34.888,58.31,4.635,89.67,0,0,0,0
6017031402,5896,El Dorado,95684,Somerset,406.03,59.23,0.741,51.78,0,0,0.219,97.73,0,0,0.165,87.97,5.068,63.44,0,0,0,0,1.981,15.44,4.635,89.66,0,0,0,0
6099000302,2641,Stanislaus ,95367,Riverbank,553.97,86.17,2.132,83.87,0.033,97.73,0,0,3.201,88.83,0,0,15.435,89.10,0,0,0,0,0.006,4.88,4.629,89.65,0,0,2.000,99.91
6111008900,3590,Ventura ,93033,Oxnard,280.87,37.93,0.949,58.98,0,0,0,0,0,0,0,0,17.294,90.79,0,0,0,0,21.249,41.45,4.625,89.64,0,0,0,0
6019007202,5109,Fresno ,93631,Kingsburg,630.55,91.99,3.527,94.74,0,0,0.027,91.30,2.378,84.99,0.028,79.41,14.533,88.20,0,0,0,0,0.006,4.94,4.614,89.62,0,0,0.937,97.36
6059021822,7488,Orange ,92886,Yorba Linda,494.85,79.07,1.273,68.96,0,0,0,0,<0.001,39.73,0.004,74.66,5.972,69.21,0.002,78.86,0,0,47.440,73.83,4.611,89.61,0,0,0,0
6059076101,8933,Orange ,92868,Orange,492.41,78.46,0.488,38.48,0,0,0,0,0.107,48.70,0.109,86.29,7.019,71.99,0.021,83.17,0,0,48.263,74.18,4.605,89.60,0,0,0,0
6053010606,6299,Monterey ,93908,Salinas,959.56,99.89,3.883,95.23,0.008,96.39,0.035,93.75,1.690,79.64,0.012,76.39,14.925,88.66,0.001,78.57,0.004,69.56,0.170,8.03,4.601,89.58,0.024,92.51,0.003,91.25
6037408629,2926,Los Angeles,91745,Hacienda Heights,596.71,89.53,0.824,53.91,0,0,0,0,1.112,74.92,0.004,75.03,12.650,85.33,1.616,97.21,0.321,94.90,8.654,25.86,4.585,89.57,0,0,0,0
6029005900,3589,Kern ,93501,Mojave,427.22,61.54,0.033,22.92,0,0,0,0,2.123,83.77,0,0,2.612,44.54,0,0,0,0,0,0,4.584,89.56,0.276,93.91,0.013,92.53
6067009503,3067,Sacramento ,95632,Galt,389.98,56.59,10.704,99.37,0,0,0.001,79.41,NA,NA,0,0,0.169,16.88,0,0,0,0,0.014,5.32,4.584,89.54,12.049,99.45,0,0
6059075805,4213,Orange ,92866,Orange,494.73,79.04,0.413,35.40,0,0,0,0,0.094,48.27,0.131,87.18,8.355,75.08,0.025,83.87,0,0,49.285,75.39,4.584,89.53,0,0,0,0
6059075807,4324,Orange ,92869,Orange,494.73,79.04,0.413,35.40,0,0,0,0,0.094,48.27,0.131,87.18,8.355,75.08,0.025,83.87,0,0,49.285,75.39,4.584,89.53,0,0,0,0
6059075815,5176,Orange ,92867,Orange,494.73,79.04,0.413,35.40,0,0,0,0,0.094,48.27,0.131,87.18,8.355,75.08,0.025,83.87,0,0,49.285,75.39,4.584,89.53,0,0,0,0
6059075901,4126,Orange ,92866,Orange,494.73,79.04,0.413,35.40,0,0,0,0,0.094,48.27,0.131,87.18,8.355,75.08,0.025,83.87,0,0,49.285,75.39,4.584,89.53,0,0,0,0
6059076201,6772,Orange ,92865,Orange,494.73,79.04,0.413,35.40,0,0,0,0,0.094,48.27,0.131,87.18,8.355,75.08,0.025,83.87,0,0,49.285,75.39,4.584,89.53,0,0,0,0
6059076204,4492,Orange ,92867,Orange,494.73,79.04,0.413,35.40,0,0,0,0,0.094,48.27,0.131,87.18,8.355,75.08,0.025,83.87,0,0,49.285,75.39,4.584,89.53,0,0,0,0
6059076205,6847,Orange ,92867,Orange,494.73,79.04,0.413,35.40,0,0,0,0,0.094,48.27,0.131,87.18,8.355,75.08,0.025,83.87,0,0,49.285,75.39,4.584,89.53,0,0,0,0
6059076206,4517,Orange ,92867,Orange,494.73,79.04,0.413,35.40,0,0,0,0,0.094,48.27,0.131,87.18,8.355,75.08,0.025,83.87,0,0,49.285,75.39,4.584,89.53,0,0,0,0
6059076208,4999,Orange ,92865,Orange,494.73,79.04,0.413,35.40,0,0,0,0,0.094,48.27,0.131,87.18,8.355,75.08,0.025,83.87,0,0,49.285,75.39,4.584,89.53,0,0,0,0
6059021913,8140,Orange ,92869,Orange,494.17,78.92,0.413,35.41,0,0,0,0,0.094,48.14,0.131,87.07,8.354,74.97,0.025,83.90,0,0,49.282,75.27,4.583,89.42,0,0,0,0
6059075816,3709,Orange ,92869,Orange,494.14,78.91,0.413,35.43,0,0,0,0,0.094,48.12,0.131,87.05,8.353,74.96,0.025,83.92,0,0,49.276,75.26,4.581,89.40,0,0,0,0
6071007302,10039,San Bernardino,92373,Redlands,833.84,99.26,3.701,94.95,0,0,0.019,90.18,1.711,79.84,0.020,78.10,22.014,94.56,1.300,96.98,1.527,99.06,1.228,13.83,4.578,89.39,0,0,0.855,96.95
6071010901,5321,San Bernardino,92352,Lake Arrowhead,433.73,62.55,0,0,0,0,0.006,86.45,0,0,0.229,91.54,1.805,40.89,0,0,0,0,14.442,30.86,4.570,89.38,0.672,94.63,0,0
6059075808,3404,Orange ,92869,Orange,493.64,78.84,0.412,35.28,0,0,0,0,0.094,48.10,0.131,87.04,8.372,75.12,0.025,83.95,0,0,49.193,74.79,4.565,89.36,0,0,0,0
6059075812,6573,Orange ,92867,Orange,493.76,78.86,0.410,35.24,0,0,0,0,0.094,48.09,0.130,87.03,8.310,74.88,0.025,83.76,0,0,49.339,75.42,4.563,89.35,0,0,0,0
6079010002,3030,San Luis Obispo,93446,Paso Robles,391.81,56.96,0.225,29.86,0,0,0,0,NA,NA,0,0,0.079,15.18,0,0,0,0,40.259,65.74,4.562,89.34,0.816,94.84,0.816,96.85
6099002702,6940,Stanislaus ,95351,Modesto,728.05,97.39,4.225,95.54,0.002,95.14,0.017,90.04,1.074,74.64,0.006,75.41,32.531,99.66,0,0,0,0,0.505,11.31,4.558,89.33,0,0,0.856,96.98
6059075813,5069,Orange ,92867,Orange,492.91,78.54,0.439,36.42,0,0,0,0,0.099,48.44,0.121,86.74,7.795,74.10,0.023,83.31,0,0,48.901,74.58,4.558,89.31,0,0,0,0
6099003606,10838,Stanislaus ,95382,Turlock,748.21,98.29,7.592,98.73,0,0,0.004,85.50,3.520,89.96,0.309,93.85,20.557,93.72,0,0,0,0,0.025,5.95,4.555,89.30,0.709,94.69,0.709,96.51
6077003109,5630,San Joaquin,95207,Stockton,370.70,52.99,0.133,26.48,0,0,0,0,2.531,85.26,0,0,0.369,23.35,0,0,0.001,66.97,51.834,79.35,4.546,89.29,0,0,0,0
6029005204,6158,Kern ,93285,Wofford Heights,639.62,92.70,4.946,96.85,0,0,0.041,94.43,0,0,0.461,95.10,7.070,72.21,0,0,0,0,0.004,4.62,4.542,89.27,0.369,94.15,0.025,92.98
6107000301,6717,Tulare ,93618,Dinuba,794.04,98.79,1.037,61.54,0,0,0.076,96.31,2.378,84.99,0.099,85.96,20.104,93.42,0.077,86.90,0,0,0.042,6.30,4.541,89.26,0.178,93.59,0.494,95.76
6059001801,5544,Orange ,92833,Fullerton,495.94,79.17,0.582,43.43,0,0,0,0,0.180,51.51,0,0,9.269,77.06,0.018,83.01,0.443,95.59,33.729,56.09,4.533,89.25,0,0,0,0
6037461300,6638,Los Angeles,91104,Pasadena,564.00,87.03,0.251,30.51,0,0,0,0,0.177,50.75,0.005,75.30,9.115,76.71,0.108,87.73,0.112,78.21,49.644,75.55,4.526,89.24,0,0,0,0
6037460501,5418,Los Angeles,91011,La Canada Flintridge,533.60,83.87,3.577,94.77,0,0,0,0,0.322,65.26,0,0,3.220,46.27,0.002,79.01,0.013,71.58,53.498,87.49,4.524,89.22,0,0,0,0
6099000303,5883,Stanislaus ,95367,Riverbank,638.19,92.62,2.094,83.35,0.035,97.80,<0.001,78.64,3.089,88.15,0,0,14.760,88.54,0,0,0,0,1.103,13.29,4.518,89.21,0,0,1.913,99.23
6099000301,1987,Stanislaus ,95367,Riverbank,628.26,91.89,2.162,84.01,0.035,97.78,<0.001,76.46,3.208,88.86,0,0,15.267,88.94,0,0,0,0,<0.001,3.52,4.516,89.20,0,0,1.993,99.50
6059075814,3327,Orange ,92867,Orange,492.96,78.56,0.404,35.10,0,0,0,0,0.092,48.01,0.128,86.94,8.194,74.53,0.025,83.72,0,0,49.463,75.47,4.506,89.18,0,0,0,0
6099000304,5003,Stanislaus ,95367,Riverbank,632.05,92.10,2.178,84.06,0.037,97.87,0.001,79.79,3.202,88.84,0,0,15.332,89.04,0,0,0,0,<0.001,3.91,4.505,89.17,0,0,1.965,99.38
6059076000,8371,Orange ,92868,Orange,493.64,78.83,0.415,35.94,0,0,0,0,0.108,48.72,0.127,86.87,8.274,74.71,0.025,83.71,0,0,48.807,74.55,4.503,89.16,0,0,0,0
6065045123,2356,Riverside ,92210,Indian Wells,637.11,92.35,2.933,93.35,0,0,0.003,84.57,5.393,94.48,0.172,88.61,7.423,73.25,0,0,0,0,1.458,14.45,4.498,89.15,9.341,99.25,0,0
6059075811,3332,Orange ,92867,Orange,492.68,78.51,0.402,35.00,0,0,0,0,0.092,47.98,0.128,86.89,8.152,74.49,0.025,83.68,0,0,49.527,75.49,4.491,89.13,0,0,0,0
6059021918,5067,Orange ,92869,Orange,493.28,78.67,0.414,35.44,0,0,0,0,0.091,47.97,0.127,86.88,8.289,74.84,0.030,84.44,0,0,48.913,74.60,4.478,89.12,0,0,0,0
6071006601,4564,San Bernardino,92324,Colton,536.71,84.13,0.300,32.27,0,0,0,0,0.613,70.57,0.094,84.79,15.845,89.45,0.004,79.85,0.050,75.69,1.729,14.97,4.475,89.11,0,0,0,0
6037433601,4923,Los Angeles,91770,Rosemead,632.04,92.09,0.718,51.38,0,0,0,0,3.783,91.23,0,0,20.417,93.64,2.684,98.42,0.533,96.67,2.134,15.64,4.455,89.09,0,0,0.555,95.99
6073021000,4440,San Diego,92004,Borrego Springs,802.88,98.94,2.461,90.30,<0.001,93.64,0.027,91.33,0.436,67.27,<0.001,71.77,4.572,61.79,<0.001,77.77,<0.001,64.82,<0.001,3.82,4.450,89.08,0,0,0.003,91.29
6029002813,4161,Kern ,93309,Bakersfield,605.38,90.36,1.240,64.77,0.003,95.36,0.003,83.53,0.575,70.31,0,0,8.534,75.37,0,0,0.136,79.18,26.049,47.78,4.425,89.07,0,0,0,0
6059086803,7478,Orange ,92801,Anaheim,291.75,39.65,1.027,61.44,0,0,0,0,0.150,49.82,0,0,0.434,25.73,0,0,0,0,40.182,65.70,4.424,89.06,0,0,0,0
6107003200,6446,Tulare ,93272,Tipton,741.30,98.19,4.098,95.45,0,0,0.003,83.19,NA,NA,0.468,95.24,17.516,90.90,0.594,94.56,0,0,0.018,5.58,4.420,89.04,<0.001,91.23,0.608,96.10
6059075806,6121,Orange ,92866,Orange,493.14,78.63,0.418,36.15,0,0,0,0,0.126,49.11,0.121,86.80,8.170,74.52,0.024,83.37,0,0,48.188,74.16,4.399,89.03,0,0,0,0
6067005204,4220,Sacramento ,95826,Sacramento,253.69,33.47,0.009,19.62,0,0,0,0,15.889,98.41,0,0,3.393,46.64,0,0,0,0,0,0,4.398,89.02,0,0,0,0
6067005202,3154,Sacramento ,95826,Sacramento,257.90,34.07,0.012,19.79,0,0,0,0,15.966,98.44,0,0,3.410,46.72,0,0,0,0,<0.001,3.95,4.397,89.00,0,0,0,0
6077004600,5892,San Joaquin,95220,Acampo,799.16,98.89,4.231,95.55,0.004,95.64,0.086,96.46,0,0,0.279,93.01,8.015,74.28,0,0,<0.001,64.17,0.004,4.61,4.369,88.99,0.001,91.76,0.164,94.69
6107002602,5561,Tulare ,93247,Lindsay,655.88,94.49,1.783,75.35,0,0,0.102,96.71,NA,NA,0,0,22.233,94.71,2.526,98.32,0,0,0.025,5.91,4.359,88.98,9.022,99.24,0.753,96.66
6039001000,5319,Madera ,93637,Madera,983.13,99.94,3.279,94.30,0.106,98.88,0.030,91.79,2.784,86.49,0.432,94.73,12.580,85.27,0.001,78.55,0.003,69.07,0.183,8.30,4.354,88.96,0.057,93.00,0.070,93.79
6029006008,5956,Kern ,93561,Tehachapi,777.15,98.66,0.957,59.91,0,0,0.017,89.99,7.527,95.32,0.019,77.96,14.370,88.11,0.032,84.55,0,0,0.057,6.64,4.340,88.95,0.931,94.94,0.002,90.78
6059075902,6548,Orange ,92866,Orange,492.84,78.53,0.420,36.19,0,0,0,0,0.138,49.53,0.118,86.56,8.096,74.38,0.023,83.32,0,0,47.752,73.92,4.326,88.94,0,0,0,0
6071005600,7101,San Bernardino,92410,San Bernardino,477.49,76.63,0.247,30.39,0,0,0,0,1.135,75.24,0,0,22.763,95.63,0.624,94.64,0.144,79.50,1.046,13.17,4.323,88.93,0,0,0,0
6071005300,5516,San Bernardino,92405,San Bernardino,477.48,76.62,0.248,30.41,0,0,0,0,1.135,75.24,0,0,22.727,95.58,0.618,94.62,0.145,79.52,1.050,13.19,4.318,88.91,0,0,0,0
6059099203,6029,Orange ,92704,Santa Ana,403.53,58.88,0.630,45.51,0,0,0,0,0.525,68.99,0,0,7.969,74.25,0.015,82.26,0,0,23.227,43.62,4.302,88.90,0,0,0,0
6037650701,2521,Los Angeles,90503,Torrance,239.66,31.47,0.919,57.61,0,0,0,0,0,0,0,0,0.718,29.60,0,0,0,0,38.100,63.56,4.300,88.89,0,0,0,0
6065045125,3017,Riverside ,92260,Palm Desert,813.45,99.02,2.421,90.24,0,0,0.146,97.14,6.887,95.15,0.068,83.78,7.594,73.44,0.048,85.81,0,0,0.298,9.71,4.298,88.87,5.595,98.83,0.001,90.48
6065044922,3494,Riverside ,92211,Palm Desert,479.18,76.86,0.209,29.40,0,0,0.003,83.43,11.775,96.79,0.557,95.76,5.119,63.77,0,0,0,0,3.864,21.17,4.289,88.86,0,0,0,0
6019007004,5520,Fresno ,93662,Selma,496.81,79.34,1.190,64.06,0,0,0.022,90.64,1.570,77.73,0.036,80.91,14.127,87.94,0,0,0,0,0.059,6.68,4.284,88.85,0,0,0,0
6047000702,4903,Merced ,95301,Atwater,557.65,86.40,3.116,94.09,0,0,0.022,90.57,3.372,89.24,0.298,93.18,22.186,94.69,0,0,0,0,0.084,7.05,4.283,88.84,0,0,0,0
6107000900,8171,Tulare ,93291,Visalia,950.37,99.85,1.783,75.36,0.012,96.77,0.002,82.27,0.755,71.55,0.213,91.16,20.145,93.46,0.028,84.24,0.004,69.47,0.084,7.04,4.283,88.82,0.054,92.94,0.921,97.29
6065044919,4243,Riverside ,92260,Palm Desert,478.89,76.81,0.211,29.45,0,0,0.003,83.38,11.830,96.82,0.558,95.78,5.074,63.48,0,0,0,0,3.864,21.17,4.280,88.81,0,0,0,0
6059088106,4638,Orange ,92841,Garden Grove,390.01,56.60,1.716,74.62,0,0,0,0,0.209,63.60,0,0,3.721,52.73,0.009,81.63,0,0,11.556,28.62,4.263,88.80,0,0,0,0
6059001505,6876,Orange ,92835,Fullerton,514.66,82.06,0.364,34.19,0,0,0,0,0.481,67.56,0,0,11.906,84.13,0.019,83.06,0.512,96.60,36.050,60.34,4.257,88.78,0,0,0,0
6053000101,2079,Monterey ,93906,Salinas,863.67,99.50,5.374,97.14,0.031,97.69,0.140,97.07,0.069,47.13,0.256,91.95,14.067,87.82,0.072,86.80,0.003,69.25,0.195,8.49,4.251,88.77,<0.001,91.54,0,0
6079010101,1843,San Luis Obispo,93446,Paso Robles,619.43,91.54,2.988,93.52,0.135,99.27,0.061,95.31,NA,NA,0.131,87.19,2.252,43.08,0.031,84.47,0,0,10.523,27.82,4.251,88.76,0,0,0,0
6067007701,6126,Sacramento ,95608,Carmichael,197.78,20.06,0,0,0,0,0,0,1.433,76.60,0,0,0,0,0,0,0,0,15.841,32.44,4.250,88.75,0,0,0,0
6067007702,4306,Sacramento ,95608,Carmichael,197.78,20.06,0,0,0,0,0,0,1.433,76.60,0,0,0,0,0,0,0,0,15.841,32.44,4.250,88.75,0,0,0,0
6067007802,4808,Sacramento ,95608,Carmichael,197.78,20.06,0,0,0,0,0,0,1.433,76.60,0,0,0,0,0,0,0,0,15.841,32.44,4.250,88.75,0,0,0,0
6067008010,4890,Sacramento ,95628,Fair Oaks,341.22,48.26,0.003,18.87,0,0,0,0,0.032,45.81,0,0,0.042,14.55,<0.001,77.58,0.001,66.50,12.259,29.16,4.250,88.75,0,0,0,0
6067007801,5481,Sacramento ,95608,Carmichael,223.00,24.88,<0.001,17.62,0,0,0,0,1.433,76.61,0,0,<0.001,7.67,0,0,0,0,15.841,32.40,4.250,88.69,0,0,0,0
6029005201,5397,Kern ,93285,Wofford Heights,582.63,88.76,2.315,84.69,0,0,<0.001,77.59,0,0,0.442,94.83,2.963,45.67,0,0,0,0,0.188,8.40,4.250,88.68,<0.001,91.41,0.004,91.36
6067007905,4225,Sacramento ,95608,Carmichael,441.89,63.40,0.001,18.32,0,0,<0.001,77.14,1.305,76.05,0,0,0.010,8.28,<0.001,77.76,<0.001,63.76,15.502,31.92,4.247,88.67,0,0,0,0
6067005205,2109,Sacramento ,95826,Sacramento,270.68,36.42,<0.001,18.08,0,0,0,0,16.000,98.64,0,0,0.035,13.47,0,0,0,0,30.681,51.83,4.240,88.66,0,0,0,0
6107002601,4218,Tulare ,93247,Lindsay,656.12,94.50,1.782,75.33,0,0,0.100,96.68,NA,NA,0,0,22.425,95.49,2.568,98.33,0,0,0.016,5.45,4.234,88.64,4.750,98.76,0.950,97.43
6067009502,7055,Sacramento ,95632,Galt,397.23,57.71,11.002,99.39,0,0,0.001,81.14,NA,NA,0,0,0.349,22.54,0,0,0,0,0.037,6.17,4.222,88.63,10.588,99.38,0,0
6029002400,7478,Kern ,93307,Bakersfield,985.31,99.95,3.785,95.00,0.123,98.94,0.003,83.24,0.574,70.30,0.043,81.50,15.063,88.82,0.019,83.03,0.083,77.00,14.567,30.94,4.216,88.62,1.137,97.21,0.001,90.71
6037460000,4851,Los Angeles,91107,Pasadena,492.17,78.39,0.752,51.90,0,0,0,0,0.166,50.52,0,0,9.758,78.59,0.012,82.02,0.089,77.16,38.043,63.38,4.211,88.60,0,0,0,0
6067007906,3525,Sacramento ,95608,Carmichael,235.29,30.72,0.032,22.88,0,0,0,0,1.461,76.72,0,0,0.052,14.78,0,0,0,0,15.728,32.31,4.207,88.59,0,0,0,0
6107002800,3395,Tulare ,93247,Lindsay,656.59,94.52,1.720,74.67,0,0,0.094,96.62,NA,NA,0,0,23.789,96.03,2.641,98.41,0,0,0.052,6.52,4.198,88.58,4.354,98.71,0.871,97.05
6067009107,3213,Sacramento ,95827,Sacramento,298.25,41.21,1.002,60.75,0,0,0,0,15.497,98.38,0,0,3.314,46.48,0,0,0,0,<0.001,4.08,4.196,88.57,0,0,0,0
6067009106,4143,Sacramento ,95826,Sacramento,302.37,42.86,1.326,69.97,0,0,0,0,14.612,97.74,0,0,3.120,46.10,0,0,0,0,0,0,4.195,88.55,0,0,0,0
6067008911,2295,Sacramento ,95670,Rancho Cordova,288.55,39.35,0.833,54.46,0,0,0,0,16.000,98.64,0,0,3.417,46.91,0,0,0,0,0,0,4.194,88.54,0,0,0,0
6067009004,3878,Sacramento ,95827,Sacramento,288.55,39.35,0.833,54.46,0,0,0,0,16.000,98.64,0,0,3.417,46.91,0,0,0,0,0,0,4.194,88.54,0,0,0,0
6067009006,4940,Sacramento ,95827,Sacramento,288.55,39.35,0.833,54.46,0,0,0,0,16.000,98.64,0,0,3.417,46.91,0,0,0,0,0,0,4.194,88.54,0,0,0,0
6067009007,2818,Sacramento ,95670,Rancho Cordova,302.67,42.89,1.369,70.34,0,0,0,0,14.504,97.72,0,0,3.097,46.07,0,0,0,0,0,0,4.194,88.54,0,0,0,0
6067009008,4928,Sacramento ,95670,Rancho Cordova,477.96,76.69,0.769,52.33,0,0,0,0,15.413,98.35,0,0,4.165,60.57,0.012,81.92,0.040,75.04,3.887,21.21,4.194,88.54,0,0,0,0
6067009103,3495,Sacramento ,95827,Sacramento,288.55,39.35,0.833,54.46,0,0,0,0,16.000,98.64,0,0,3.417,46.91,0,0,0,0,0,0,4.194,88.54,0,0,0,0
6067009105,2709,Sacramento ,95826,Sacramento,288.55,39.35,0.833,54.46,0,0,0,0,16.000,98.64,0,0,3.417,46.91,0,0,0,0,0,0,4.194,88.54,0,0,0,0
6067009108,3693,Sacramento ,95826,Sacramento,288.55,39.35,0.833,54.46,0,0,0,0,16.000,98.64,0,0,3.417,46.91,0,0,0,0,0,0,4.194,88.54,0,0,0,0
6067009109,4842,Sacramento ,95826,Sacramento,288.55,39.35,0.833,54.46,0,0,0,0,16.000,98.64,0,0,3.417,46.91,0,0,0,0,0,0,4.194,88.54,0,0,0,0
6067009110,1482,Sacramento ,95826,Sacramento,288.55,39.35,0.833,54.46,0,0,0,0,16.000,98.64,0,0,3.417,46.91,0,0,0,0,0,0,4.194,88.54,0,0,0,0
6067009111,5539,Sacramento ,95826,Sacramento,288.55,39.35,0.833,54.46,0,0,0,0,16.000,98.64,0,0,3.417,46.91,0,0,0,0,0,0,4.194,88.54,0,0,0,0
6067009112,3630,Sacramento ,95826,Sacramento,288.55,39.35,0.833,54.46,0,0,0,0,16.000,98.64,0,0,3.417,46.91,0,0,0,0,0,0,4.194,88.54,0,0,0,0
6019005904,4192,Fresno ,93657,Sanger,830.46,99.21,0.743,51.83,0,0,0.076,96.29,0.177,50.76,0.034,80.44,24.925,96.76,0.045,85.59,0.113,78.26,1.800,15.22,4.186,88.38,0.639,94.58,0.011,92.35
6037541400,7312,Los Angeles,90222,Compton,327.90,45.91,1.517,72.34,0,0,0,0,0.153,49.98,0,0,1.789,40.65,0,0,<0.001,65.21,0.506,11.34,4.179,88.37,0,0,0,0
6077005127,5510,San Joaquin,95330,Lathrop,400.56,58.15,2.815,93.03,0,0,0,0,NA,NA,0,0,8.398,75.13,0,0,0,0,23.906,44.42,4.170,88.36,15.792,99.63,0,0
6037460401,878,Los Angeles,91011,La Canada Flintridge,485.96,77.64,0.269,30.94,0,0,0,0,0.034,45.90,0,0,8.871,75.87,0.225,91.04,0.114,78.28,49.687,75.58,4.168,88.35,0,0,0,0
6059021912,4828,Orange ,92869,Orange,489.89,78.14,0.371,34.27,0,0,0,0,0.083,47.68,0.115,86.51,7.523,73.31,0.025,83.88,0,0,50.039,75.90,4.164,88.33,0,0,0,0
6059088904,5766,Orange ,92683,Westminster,393.22,57.45,0.977,60.16,0,0,0,0,0.426,67.26,0,0,4.045,60.21,0.007,80.79,0,0,17.581,36.48,4.161,88.32,0,0,0,0
6067008909,2358,Sacramento ,95670,Rancho Cordova,704.47,96.27,1.040,61.57,<0.001,94.49,0.001,80.18,15.161,98.32,0.004,74.87,3.646,52.59,0.007,80.80,0.001,66.58,0.067,6.77,4.153,88.31,0,0,0,0
6077005129,3582,San Joaquin,95330,Lathrop,401.54,58.41,2.795,91.69,0,0,0,0,NA,NA,0,0,8.301,74.87,0,0,0,0,24.202,47.04,4.140,88.29,16.000,99.65,0,0
6077005130,3186,San Joaquin,95330,Lathrop,401.54,58.41,2.795,91.69,0,0,0,0,NA,NA,0,0,8.301,74.87,0,0,0,0,24.202,47.04,4.140,88.29,16.000,99.65,0,0
6107002100,2499,Tulare ,93274,Tulare,520.03,83.31,1.674,74.37,0,0,0.004,85.46,0.826,72.18,1.422,97.73,15.281,88.98,0,0,0,0,0.998,13.04,4.139,88.27,0,0,0,0
6077005119,6006,San Joaquin,95330,Lathrop,848.43,99.41,8.782,99.06,0,0,0.004,85.17,0.522,68.97,0.224,91.45,3.165,46.20,0.069,86.52,0.031,73.70,4.260,21.74,4.129,88.26,1.113,97.20,<0.001,90.16
6071005200,4141,San Bernardino,92404,San Bernardino,477.39,76.61,0.273,31.37,0,0,0,0,1.173,75.41,0,0,21.332,94.35,0.364,93.05,0.160,81.26,1.185,13.73,4.113,88.24,0,0,0,0
6067009501,2772,Sacramento ,95632,Galt,568.36,87.42,11.125,99.42,0.001,94.93,0.002,81.65,0,0,0.007,75.84,0.333,22.41,0,0,0,0,0.052,6.53,4.109,88.23,10.149,99.34,0,0
6071006603,4958,San Bernardino,92324,Colton,560.65,86.61,0.508,39.50,0,0,0,0,1.026,74.17,0.160,87.90,21.413,94.37,0.006,80.59,0.085,77.03,2.921,18.87,4.101,88.22,0,0,0,0
